Text,Sentiment
"ô bị lag hay sao mà ô so sánh các trường đại học top trên toàn thế giới thế, ô hoang tưởng à. V bọn Mỹ Pháp Sing..nó lại sang đây học hết r :=))))",0
"Nguyễn Ngọc Quyền đang học ở Mỹ đây, ông nghĩ ở MIT chỉ có mỗi bài giảng thôi à? Đã nghe đến the missing semester of your CS education chưa (https://missing.csail.mit.edu/). Đã nghe đến MIT trading competition chưa? Đã nghe đến tutorial 1-1 chưa? Ở MIT 1 lớp Calculus có 5 thể loại khác nhau. Cái lớp trên MIT OCW là lớp cho dân KHÔNG CÓ CĂN BẢN VỀ GIẢI TÍCH. Chứ dân MIT người ta toàn thi luôn môn đó ăn luôn điểm để học các môn Honors. Hay như lớp CS50 thì dân CS @ Harvard ít ai học lắm, họ nhay hết lên CS51 (học Functional Programming with Ocaml) cơ, và môn CS51 không có được public đâu ạ.",0
Nguyễn Ngọc Quyền thế không đào tạo nhân lực cho Google thì đào tạo nhân lực cho FPT à,0
hợp lí,0
Nghe bạn so với đại học top đầu thế giới là khỏi cần đọc tiếp rồi. Thức tỉnh đi bạn trẻ.,0
"Dai Nguyen Ý bạn bỏ định hướng tư tưởng thì hơi sai sai.
Nhưng công bằng nhất thì một là bỏ hẳn nguyên 3 seri môn định hướng tư tưởng của 1 ông này. 2 là học tư tưởng triết học của 3 ông có quan điểm khác nhau. Thế mình mới có quan điểm nhìn khách quan được.",0
"Trong chương trình ""vì một Việt Nam hùng cường"", phóng viên hỏi 1 giảng viên nổi tiếng ở viện điện: ""Truờng BK đào tạo xong liệu các bạn sinh viên có thể bắt tay vào công việc ngay được không?"", câu trả lời là: ""có một độ trễ nhất định..."". Hôm đó phóng viên quay phim ở lớp t, giảng viên giải thích với cả lớp là ""độ trễ đấy là quá trình thực tập tốt nghiệp ở doanh nghiệp,..."" Nói như thế để sv BK đừng ảo tưởng trường BK đào tạo là nhất, rồi không biết mình đứng ở đâu so với các trường thế mạnh khác như Quốc Gia, Công Nghiệp...",0
Đồ ngon :))),0
Bỏ môn nào k bỏ kêu bỏ môn định hướng tư tưởng là dở rồi :)),0
"Nguyễn Ngọc Quyền anh biết google họ tuyển những người như thế nào ko, họ cần nhân viên có kỹ năng về chuyên nghành tốt nhưng không phải là cách sếp bảo gì rồi chỉ làm thôi, cách mà google tuyển dụng là sáng tạo họ tôn trọng sự sáng tạo và trên hết là tư duy giải quyết vấn đề. Nếu như anh tìm hiểu thì sẽ thấy mô hình của google ngày nay chính là mô hình của 1 trường đại học mà 2 nhà lãnh đạo của google đều là các sinh viên xuất sắc của trường stanford. các mô hình giáo dục của nước ngoài họ đã tôn trọng sự sáng tạo từ lâu rồi",0
Nguyễn Ngọc Quyền cái mà e nói ở đây không phải là vấn đề học tập mà thay vào đó là nên chú trọng sự sáng tạo anh hiểu không. trong thời đại 4.0 thì sáng tạo là kiên quyết để dẫn đến 1 sản phẩm. Nhưng liệu trường có đáp ứng đc điều đấy?,0
"Nura Rihyon thôi ông bớt lừa gà. Vào Google hay các công ty khủng ở Singapore (Mỹ xa vời quá vì dính vụ H1B visa) có 2 bước:
- Bước 1: qua vòng resume screening
- Bước 2: qua tầm 4-6 vòng phỏng vấn (phone interview, online coding, on-site interview)
Ở toàn bộ cái ĐNÁ này, chỉ có các trường sau là sinh viên nhiều khả năng sẽ vượt qua bước 1 khi trực tiếp nộp online cho Google Singapore là NUS và NTU. Còn ở VN chỉ có HCMUS và UET có đủ mối quan hệ để sinh viên nhận được referral để skip được bước 1 thôi. Sinh viên Bách Khoa 100% phải học thạc sĩ ở nước ngoài hoặc thi ICPC có thành tích cao mới có hi vọng qua được bước 1 nhé.
Ở Mỹ thì trường top tầm 80% sẽ qua được bước 1. Vì ở Mỹ mỗi trường có hẳn 1 TÒA NHÀ cho việc định hướng nghề nghiệp, viết resume, phỏng vấn thử, mời công ty, vân vân và mây mây.",0
"Nguyễn Ngọc Quyền Anh có hiểu từ sáng tạo nghĩa là gì không, nghĩa là tư duy sáng tạo. Tại sao những công ty nổi tiếng trên thế giới họ đều áp dụng mô hình sự sáng tạo, em lấy ví dụ như fpt thôi họ cũng đã có 1 mô hình sáng tạo rồi đấy ạ mà đã là tư duy sáng tạo thì cần có thời gian, môi trường những người xung quanh có sáng tạo hay không",0
"Hoang Chu em không đọc nhiều về các bài phỏng vấn đó nên em không hiểu nhiều, cái e muốn nói ở đây là sự sáng tạo",0
Nura Rihyon ok sáng tạo:,0
So sánh khập khiễng bạn ơi. SV trường mình chỉ có giá trị khi ra được trường. Còn SV nước ngoài họ học chỉ cần 1 môn qua là có chứng chỉ được công nhận có thể quy đổi sang các trường khác hoặc đi làm các công việc liên quan đến môn đó. Kiến thức là ở đâu cũng giống nhau. Quan trọng là ở đâu giúp sinh viên biến kiến thức thành giá trị xã hội tốt hơn. Tự hào là tốt nhưng phải biết mình ở đâu để mà còn đi tiếp.,0
Mỹ Linh Đặng đọc cmt “chiếu mới” mà cười ỉa,0
Thái Xuân Bùi chiếu mới,0
Cao Minh Đức mọi người cùng nhau gây sức ép lên BGH được không.,0
Suy nghĩ Thế thì chịu các chú ạ Mạnh Lâm Nguyễn Thành Hiếu Lê Hồ Long,0
"Thưa thầy, em là khóa k63, còn rất nhiều những môn mà 2 tín chỉ phần nhưng là 6 tín phí. Quả thật cứ tình trạng 15,16tr/học kì cho 19 tín phần thì đúng là tạo rất nhiều áp lực cho gia đình thuần nông và nuôi 2 con đang học đại học như nhà em ạ.",0
"Em thấy dạo này giá chất xám lên hơi cao thầy ạ, trường tính cho trường chứ em có thấy tính cho sv đâu ạ. Sv thì nhiều thành phần, giàu thì không sao chứ những người thu nhập thời vụ, hay có khó khăn mà cứ 15 20 tr 1 kì thử hỏi nếu là thầy cô thì có sống được ở đất Hà Nội đắt đỏ không ạ. Tằn tiện cả gia đình mới đủ tiền học, em thiết nghĩ nếu trường tính đủ phí đào tạo thì nên thêm chữ Royal hay chữ Vin vào đằng trước cho oai, cho đúng. Vì học phí cứ lên đều trong khi csvc của chúng em 3 4 năm không thay đổi nữa. Lạm phát còn hơn cả kinh tế VN. Đây là suy nghĩ của em, có gì bày tỏ chưa hợp lý mong thầy và mọi người thông cảm ạ!",0
Quoc Hung Phi lắm like ghê e ơi :)),0
"Hải Phạm chắc là do động đúng vào thắc mắc các bạn anh ạ
và của em nữa",0
Hải Phạm Ô a làm cái đơn lên làm cái sân thảm cho đội mình đi chứ thiếu thốn csvc quá à :((,0
Hải Phạm thế kỷ r k thấy a ra sân,0
Phan Huy Hoàn để mai a nộp đơn :)),0
Phan Huy Hoàn h a già yếu rồi,0
"Quoc Hung Phi https://youtu.be/g4EMsU8oo_o
Bài hát nói lên tiếng lòng của ae",0
"Thưa thầy, trước khi nhìn ra thế giới thì chúng ta cũng nên nhìn lại về tình hình đất nước VIỆT NAM đã ạ. Còn về cơ chế tự chủ thì em mong nhà trường quan tâm đến lợi ích của chúng em (chủ thể- người sử dụng dịch vụ giáo dục) hơn ạ. Chứ về chất lượng phòng học và phòng thực hành, máy móc thí nghiệm cũng nên phải tương xứng với mức học phí của chúng e. Mà theo em biết thì mức học phí này đang cao hơn so với mặt bằng chung của cả nước",0
"không nói đâu xa, cái Wifi tuy phủ sóng cả trường nhưng chả mấy khi bắt dc, bắt được cũng ko vào dc vì ko có internet.",0
Trung Văn bro bắt đc wifi à? 2 năm r t chả động tí wf nào ở trường cả:))),0
"Phạm Văn Lai máy móc thí nghiệm tương xứng với học phí thì chỉ có xem video để thí nghiệm thôi.
dùng học phí trích ra để mua máy móc thí nghiệm thì tiền còn phải cao hơn nữa đấy.",0
"Huy Hoàng :))) thế bạn có biết cấp 1 đến 3 bạn hk là trg công. Mức học phí cực kì thấp. 450k 1 năm bh có thể cao lên chút. Cơ sở vật chất đều của nhà nước cấp, và 1 phần xã hội tùy địa phương. Bạn ns vậy là sai rồi. Số tiền học phí hiện tại ở trg mk đóng k hề thấp, so với các trg kt trong nước là cao hơn hẳn, có khi là gấp đôi. Mà ns thật ý. Tiền bh mình đóng là về ngân sách của nhà trg chứ k p về kho bạc nhà nc. Bạn ns câu cô giáo có tiêu dc k ? Cô giáo chỉ là ng thu học phí hộ. Cái bạn kia hỏi là tiền về đâu?",0
"Mình không nói đến vấn đề wifi mà là cơ sở và đồ dùng thí nghiệm :)) điển hình là phòng thí nghiệm thì máy tính không đủ để dùng, sinh viên vẫn phải tự túc mang lap lên trường rồi còn chả có đủ ổ cắm mà dùng lap :))",0
Huy Hoàng uh thế máy móc từ 10 năm trc mà học phí khoá nào cũng đóng vô không biết là tiền đó nhà trg đem đi đâu,0
Nguyễn Đức Thắng một nửa trường bắt được wifi bros ah t học d8 vs d6 mà toà xịn hơn k bắt được toà đểu hơn thì bắt được,0
"Huy Hoàng bạn ơi. ngay cả đi thí nghiệm mà cái đoạn dây điện cũng phải dùng từ năm này qua năm khác, chắp vá từng đoạn 1 rồi mới mắc được mạch thì cái này có đc gọi là csvc tốt k??",0
Idol nói đúng ý oem luôn.,0
Bùi Ngọc Hà xem học phí xong mà mấy đêm mất ngủ idol ạ,0
Idol lòng e phát biểu đc quá,0
Huy Hoàng bạn sang nhà T xem các thầy thí nghiệm có nói như bạn không,0
"Lê Thành Đạt
t ăn ngủ nhà T lâu rồi. Nhưng mà để đầu tư máy móc thí nghiệm thì tiền học phí của các bạn chưa đủ đâu. Phải có tài trợ.",0
Ít ra tiền đóng vào thì máy móc phải tốt hơn chứ,0
"Vũ Đình Hoàng thế lúc bạn học cấp 1 tới cấp 3, bạn đóng học phí cho cô giáo ở trường cô giáo có được tiêu không??",0
Vũ Đình Hoàng trường phải nộp lại tiền cho nhà nước sau đó chi gì thì nhà nước lại rót tiền về,0
Xuân Nam e tưởng trường tự chủ r,0
Trung Văn ở các nước người ta không có wifi chùa toàn khu vực rộng đâu. May j có vài điểm truy cập được thôi. Không nên đòi hỏi về chuyện này,0
Định Nguyễn cho hỏi bạn vào các trường công lập top ở các nước phát triển hơn học bao giờ chưa?,0
Huy Hoàng bạn ns chưa đủ thì bạn còn sai rồi. Số tiền mồi kì trích ra 1 chút thì sắm lâu dài cũng dư sức đủ. Vs trg mk đâu thiếu nhà tài trợ? Vậy tại sao cơ sở vật chất vẫn kém vậy.,0
"Trung Văn wifi thì có internet, nhưng k đáp ứng được nhiều lượt kết nối cùng lúc nhé",0
Hoang Chu tôi đang ở Nhật đây. Ngta ko cung cấp wifi chùa cho bạn xài đâu. Muốn xài mua 4g giá ko thấp đâu ạ.,0
"Trường mình có wifi à
T lại tưởng cái mạng cỏ nào ,có dùng đc đâu",0
"Định Nguyễn wifi có người dùng người không, vì đến trường là lên giảng đường học là chủ yếu, nhưng cái đồ dùng TN thì ai cũng chắc chắn phải dùng",0
Định Nguyễn thế cái này tính sao bạn (https://www.u-tokyo.ac.jp/adm/dics/ja/wifi.html),0
Đào Thu Hường mình đang nói chuyện wiffi thôi. Đồ thí nghiệm kể cả các nc phát triển mình thấy vẫn thiếu thốn mà.,0
"Định Nguyễn để nói về nâng cao csvc thì wifi nó chỉ nhỏ tý thôi c, còn các phòng lab thì ...",0
Hoang Chu bạn đóng học phí bách khoa r sang đấy mà học,0
Phạm Văn Lai bạn tôi nói đúng còn nói to :)) tăng học phí k công bố lộ trình đùng đùng 1 cái tăng :)) mình quen rồi đỡ shock chứ gọi về xin tiền bố mẹ ngất cmnl,0
He he. Phòng lab thi ...,0
Ccao Nhân Hiếuu m cứ shock dần đi là vừa :)) chuẩn bị chạm mốc 600k nhé cu,0
Đức Nguyễn Hoàng nhà d6 lắp wifi còn d8 k lắp,0
"Ccao Nhân Hiếuu những người ko đi sinh hoạt công dân như bạn đừng nói bừa về chuyện học phí nhé ,",0
"Toàn Này bạn, sao bạn biết mình k tham gia SHCD? Thế nếu bạn đi SHCD về thì bạn cho mình hỏi trường bảo tăng 1 năm k quá 10% thế trương có bảo tăng đến bao giờ k bạn. Rồi thì đi SHCD có đả động gì đến chuyện quy đổi tín học phí tín học phần không thế? Hay cho đến mấy hôm nay bạn mới ngả ngửa ra",0
"Ccao Nhân Hiếuu năm 3 h rồi còn thắc mắc tc học phí học phần , bạn thi bk mà tìm hiểu kĩ phết nhờ , tôi lớp 12 đã biết cái đấy rồi bạn , h bạn mới ngã ngửa ra thì b đỉnh thật nha",0
Toàn 2(2-0-1-4) thì khối lượng ntn và để bn tín học phí cho hợp lí nhỉ??,0
"Ccao Nhân Hiếuu còn cái10% mình chưa lên Đại học tôi cũng đã nghe là đa số trường đại học nào cũng tăng 10% 1 năm bạn ạ , còn bạn hỏi trường có nói tăng đến bao h ko thì bạn đúng vừa chơi đồ xong rồi",0
"Phạm Văn Lai cái đấy chưa tìm hiểu , nói chung cứ x tín học phần ~1,5x tín học phí mà chuẩn bị tinh thần đóng tiền trong xót xa thôi",0
"H chỉ mong bỏ cái tín chỉ học phí đi thôi 20 tín hphan thì 1 tín x20 thôi cho gia đình đỡ cực ,chứ còn "" tăng học phí ko công bố lộ trình đùng đùng 1 cái tăng "" thì chỉ có phát ngôn của Cao Nhân thôi ,",0
"Toàn ô thế ra bạn biết 1 mà k biết 10 à :)) K62 mới lên trường bảo chỉ tăng trong 3 năm nhưng tăng năm nay đã tăng sang năm thứ 4 rôi đấy thôi. Chả biết ai mới là người mới chơi đồ. Hơn nữa trường chúng tôi học chúng tôi có quyền ý kiến, chúng tôi có quyền thắc mắc về những thứ chưa rõ ràng. Bạn chấp nhận thì cũng kệ xác bạn, âm thầm đóng học phí trong xót xa đi",0
"Ccao Nhân Hiếuu bạn K62 à bạn ơi , quan tâm K63 trở đi đi bạn ,",0
Bạn k62 thì tôi xin lỗi bạn,0
"Môn 2(2-0-1-4) được nhà trường tính thành 3,5 tín học phí :)) vậy liệu 4 tín tự học kia cũng đc tính thành 1 tín học phí không nhỉ
. Ai biết giải thích hộ mình phát",0
"Toàn chỉ nói 1 năm tăng 10% không bảo tăng đến năm bao nhiêu thì chả là k công bố lộ trình rõ ràng à bạn. Dù là K mấy đi chăng nữa thì chúng tôi vẫn có quyên thắc mắc về những thứ trường nói nhưng chưa làm được. Nghĩa ở trên mặt chữ, bạn vui lòng quay lại môn đọc hiểu nhé. Thân",0
"Ccao Nhân Hiếuu học thì càng ngày đc học toà nhà mới hơn điều hoà xịn hơn chỗ đi đái cũng xịn hơn xong đi kêu tăng đến bao giờ , tăng đến năm thứ 7 bạn nhé , mỗi năm đầu tư cho bạn học đến 7 năm xong bạn đóng học phí năm nhất nhé , Sướng nha nhất bạn !",0
"Toàn k tính đến cái văn bản hôm qua, bạn bảo bạn tìn hiểu Tín học phần và Tín học phí từ năm 12 thì bạn tìm hộ tôi 1 cái văn bản quy đổi rõ ràng như cái văn bản hôm quá cái",0
"Ccao Nhân Hiếuu rõ cái gì , 20 tín tóm lại ko có chuyện x 20 mà phải x hơn 20 , tìm hiểu kĩ càng cho thành giáo sư đi bạn",0
"Ccao Nhân Hiếuu t chỉ cho nhé , b cứ ngồi tính từng môn 1 xem, có lỗi gì phát bắt bẻ trường luôn , bắt bẻ theo kiểu cmt bóng gió ko chủ ngữ vị ngữ gì như bạn ấy , follow tăng nhanh cực ! Thử đi",0
hahaa,0
Toàn càng nói thì càng thể hiện sự thiếu hiểu biết và cãi cùn trong câu chữ của bạn. Mình xin phép không tranh luận với bạn nữa. Có thể rất mong bạn hoàn thành bài test tư duy trước khi ra trường. Thân,0
"Ccao Nhân Hiếuu ô cãi tiếp đi đã , gg sớm thế",0
Phạm Văn Lai 2 tiết trên lớp + 1×1.5 thí nghiệm thực hành :))),0
Nguyen Dat vậy môn 2(0-0-4-4) và 0(0-6-0-6) rồi sẽ ntn nhỉ,0
"Phạm Văn Lai m cứ lấy số tiết trên lớp x1 + số tiết thực hành x 1.5 (trong 1 tuần)
*)Lưu ý thí nghiệm gộp nhiều tuần làm 1
Nhân xong kiểu gì cũng ra",0
"Nguyen Dat vậy như môn 2 tín kia thì là 0x1+0x1+4x1,5 à",0
"Phạm Văn Lai m lại nhầm rồi 0 tín học phần nhưng mà có thể vẫn phải học lí thuyết trên lớp, Đó là cách tính of nhà trường nên chắc chắn không bh sai.",0
Toàn vấn đề không phải cãi ai đúng ai sai ông ạ. Ông sure kèo là lớp 12 ông đã biết cái TC học phí # TC học phần chứ?,0
"Nguyen Dat tôi đc nghe là 2 cái đấy nó khác nhau, đóng hp khá cao nên cũng xác định thế rồi , chứ cũng k tìm hiểu kĩ xem quy đổi ntn ông ạ",0
"Tôi cũng tranh luận hơn thua làm gì đâu nhưng thầy Top nghỉ r thay cũng khá là buồn , cái bố Cao nhân kia vào chả nói ai chả chỉ rõ ai vào cmt như bố đời trong post của thầy , sao bt k thắc mắc đi đến khi anh Lai dám đứng lên nói vào r hùa theo , quan tâm cho cả K62 hp đắt :(((",0
"Mạnh mồm thì thưa thầy đàng hoàng , mail thầy đi , cmt vs thầy k chủ ngữ vị ngữ gì bóng gió này nọ xong tỏ ra mình khôn",0
"Toàn có thể ông k biết thú thật là tôi năm 12 tôi khi đặt bút tờ NV thì 90% cũng ở BK cả thôi và tôi không tìm hiểu gì về học phí vì thấy anh chị bảo rẻ. Thì nhìn con số trường đưa ra cũng chấp nhận được và thực sự họ nói rất chung chung mập mờ là thật.
Bonus: Các trường khác chỉ có 1 loại tín chỉ là học phần rồi nhân ra học phí luôn.
Và 2 năm gần đây, năm 1 tôi thấy cũng ổn mà, nhưng từ năm 2 tôi mới vỡ lẽ à thì ra đó là học phí nhà trường tính khi ông học 12 TC 1 kì. À ông tự nhân xem nếu học 12 TC thì mấy năm ra trường nhé
còn chưa kể ra chậm sẽ x1.5 học phí. Hiện tại thì đắt hơn NEU khá nhiều rồi.
Còn rằng thì, học phí cao ai cũng kêu nhưng phần lớn rồi cũng thôi thôi 1, 2 hôm gì đó. Nhưng họ không kêu vì cao mà họ kêu vì những thứ chưa tương xứng.",0
"Toàn cái dở đó rất nhiều người gặp phải ông ạ, vì cũng có nếp từ nhỏ không bao giờ dám nói trực tiếp ra toàn thế.
À nhưng sự thực sự là, nhiều cái mail ông cũng không được đọc đâu chưa nói là reply",0
Mẹ t giục về phơi học phí :)) ko về thì học phí lên mầm thì có mà thất học hết,0
Phạm Văn Lai Hãy cùng nhau gây sức ảnh hưởng lên BGH được không.Hãy cho nhà trường thấy tinh thần Đoàn kết của toàn bộ sinh viên trường,0
"Thu nhập đầu người của ""nước ngoài"" sương sương gấp VN có vài chục lần thôi thì học phí của họ chả vậy ạ :))",0
chịu khó cày học bổng giáo sư ơi,0
"""Thầy và trò BKHN cùng chia sẻ khó khăn để nâng cao chất lượng"" mà a
, nhưng rồi ai mới là người thực sự phải chịu? Sinh viên có phải ai cũng giỏi mà kiếm được tiền không?",0
"Tran Van Top Em chào thầy, cá nhân em thấy là Trường cũng đã cố gắng rất nhiều để nâng cao chất lượng giảng dạy trong thời gian tự chủ vừa rồi. Về mức HP đưa ra thì trường cũng đã tính toán, cân nhắc nhiều mặt để đưa ra mức học phí đó, nhất là khi không còn nguồn đầu tư công của nhà nước.
Em chỉ có đề xuất nhỏ là Trường nên đưa ra mức học phí sớm hơn, thường là trước khi bắt đầu đk học hoặc có thể là khi gần kết thúc học kì cũ, để SV có thể chủ động tính toán trước học phí, cũng như chuẩn bị để tránh bị ""gấp"", khó xoay sở. Nếu nộp chậm có thể bik tăng mức cảnh cáo, ảnh hưởng tới tâm lý và việc học.
Thứ hai là nhà trường thường xuyên kiểm tra, nâng cao chất lượng CSVC, ví dụ khi có thiết bị điều hòa, máy chiếu bị hỏng mà SV báo cáo thì sẽ sớm khắc phục, sửa chữa.",0
"Cu Lee cảm ơn em. Thày sẽ chuyển ý kiến của em cho BGH mới. Chiều nay thày sẽ không còn là Phó hiệu trưởng nữa. Hết tuổi, hết nhiệm kỳ nhưng sẽ luôn lắng nghe các em",0
"Tran Van Top em nghe câu ""Chiều nay thày sẽ không còn là Phó hiệu trưởng nữa"" mà em buồn ạ. Chúc thầy mạnh khỏe ạ!",0
Tran Van Top Chúng em luôn yêu quý và cảm ơn Thầy ạ. Nhiệm kì Thầy là PHT em vẫn là sinh viên trong trường và rất ngưỡng mộ Thầy ạ.,0
Em xin chúc mừng và cảm ơn thầy vì đã có nhiệm kỳ công tác thành công và tận tụy ạ.,0
"Tran Van Top
Nghe thầy thôi Phó HT.
Thầy vẫn còn ở BKHN nữa ko? Em ra thăm Thầy.",0
"Tran Van Top Thầy ơi, sao e thấy trên website của trường mục thông tin ban giám hiệu đã cập nhật thầy hiệu trưởng mới r mà vẫn ghi thầy là hiệu phó ạ.",0
Thắc mắc về học phí chủ yếu là vấn đề cách tính học phí và học phần riêng biệt thôi ạ. Chứ còn mức học phí thì trước khi tuyển sinh đã công bố thì xác định vào được thì vào ạ . Không công khai làm cho các khóa sau khi vào trường thì thắc mắc hồi xưa nghĩ là học phí như vậy nhưng khi đóng học phí lại khác (Cái này không được phổ biến lúc đầu) .Do hồi xưa học phí vẫn tương đối rẻ nên không nhiều người phàn nàn . Chắc do cách tính học phí của trường mình khác với cách tính học phí của các trường khác . Ngay cả các phụ huynh cũng phải thắc mắc đấy ạ .,0
Hồng Quân học phí trước khi tuyển sinh nói là 15 triệu 1 năm =))) sự thật là 15 triệu 1 kỳ,0
thế nên thằng bạn em đang học it1 phải thi lại do học phí cao quá,0
Mình k hiểu sao lại khác nhau nữa @@,0
Phải nói là các e không biết được cảm giác Bk 4m 1 kì là ntn =)),0
"Xứng Vũ e ơi It vs ngành mình k có thí nghiệm nhiều,chứ học mấy ngành khác thì tn nhiều lắm,mà học phí tn giờ x3",0
Xứng Vũ nên cntt chưa đắt nhất đâu,0
"Bùi Bá Nam trường đại học Quốc Gia cũng thí nghiệm thực hành, nhưng không có kiểu nhân lên như thế",0
"Nguyễn Thế Thiết vô lí quá. T còn thấy đứa bạn bảo là tín tự học @@. Thế lại càng vô lí và nếu tự học mất tiền thì thưa nhà trường em k thích tự học ạ, em thích xin lại tiền hơn",0
"Nguyễn Thế Thiết kì trc mấy môn t học k có thực hành, cả tuần học có 2 tiết (1 buổi) trên lớp mà học phí cứ auto hơn 1 tín so với tín chỉ tích lũy",0
"Có 1 cái em thấy k tốt nhà trường công bố 340k/tín, mặc dù nói là 4 tín học phí nhưng toàn 5 5.5 tín học phí, gây hiểu nhầm",0
7 năm theo dõi trường và cũng là một cựu sinh viên. Khi một vấn đề mà năm nào cũng diễn ra sự bức xúc đến cùng cực của sinh viên thì nên nghĩ cách giải quyết tốt hơn Thầy ạ. Em thực sự thất vọng với việc tăng tiền mà quanh đi quẩn lại vẫn việc TC Học phí rồi học phần và thiết bị thí nghiệm thì vô cùng tệ.,0
Le Trong Tuan-Anh idol lương tháng vài ngàn $ về tài trợ đi nào :)),0
Đức Kiện quan trọng vấn đề k phải ở sv :)),0
"Le Trong Tuan-Anh may là Kiện ra đc trường r, k vụ này bạo động hơi to",0
Đức Kiện t thấy thương vcđ,0
"Giờ em mới lên đây tìm bài về học phí để đọc, lại thấy cmt của ông anh chí lí quá, tiếc là thầy cô sẽ không quan tâm đâu :))))
Tự chủ tài chính, nâng cao chất lượng giảng dạy, nâng cao cơ sở vật chất là những lí lẽ mà bát cứ thầy cô nào cũng nói khi được sinh viên hỏi về vấn đề này. Cuối cùng thì sinh viên vẫn chịu trận vì không thể bỏ học được :)))",0
Thế Anh Nguyễn chưa thấy năm nào Thầy Cô quan tâm cả :)) kêu thì cứ kêu thôi,0
"Le Trong Tuan-Anh lâu lâu thầy cô lại đăng bài BK lọt top 500 trường gì gì đó, :)))) nhưng chỉ mỗi bách khoa có khái niệm 3 tín học phần, 5 tín học phí. Cơ sở vật chất đi lên quá, đến nỗi cái máy đo gì đó trong phòng thí nghiệm vạt lí sai số đến 80%, và nó sai mấy năm nay rồi :))))
Hồi lên ở với anh ấy, em khá tự hào là sv bách khoa, giờ thì chán vch, thày cô ko bao giờ nghe sinh viên :)))) cmt nốt rồi bỏ fl vị hiệu phó này.",0
"Em không phản đối gì về học phí. Nhưng đồng tiền bỏ ra phải xứng đáng có phải không Thầy. Em thấy chất lượng chưa hợp lí. Ví dụ nhỏ như vấn đề thu vé xe máy ra, vào tại Sân vận động Bách Khoa. Giá vé rất lung tung, không rõ ràng, lúc 3000đ lúc 5000đ và không bao giờ ghi vé cho sinh viên. Em mong có sự giải thích rõ ràng về vấn đề này.",0
Trung Hieu thầy văn hay quá,0
oke b Híu,0
"Trung Hieu người ta thắc mắc tiền to lớn
ông thắc mắc tiền gửi xe",0
Trà xin 3k tien gui xe,0
Hùng Kuyn ủa :))) tưởng không đội trời chung,0
Chất lượng thì ngta nói đến chất lượng đào tạo.Ông bụp phát cho VD là ghi vé xe svđ.Hong hỉu,0
Trà những thứ nhỏ nhặt. Nhưng phải được công khai em ạ,0
"Trung Hieu ở đất Việt này có cái gì minh bạch, làm đúng",0
Lưu Văn Dầu chán lắm thầy ạ,0
"Trung Hieu e đã quen việc đó từ khi đi học mẫu giáo rồi còn gì, mắc làm gì",0
phượt thủ chỉ quan tâm tiền vé xe vài ngìn :(((,0
Trung Hieu thầy ơi bạn này trước đây làm sân bóng toàn thu 5000đ mấy lần em bắt được rồi thầy ạ,0
"Các bác gửi xe sân vận động làm gì, hồi năm 2 có lần mình gửi ở đó buổi sáng đến chiều mới lấy xe thì thu 4k, lấy lý do là gửi 2 buổi thì nhân đôi tiền
Thế là từ đó mình đéo bao giờ gửi xe ở đấy nữa",0
Minh Chiến dcm thằng này nó diz cậu kìa,0
Đồng Anh Quân mấy con cho rak toan` an tien tren mo hoi cong suc cua nguoi khac respect =))))))),0
Đồng Anh Quân minh' hong pit noi' gi',0
"Sỹ Thành anh có thể chi 1-2 triệu cho việc đi phượt anh cho là chính đáng, chứ những thứ vớ vẩn 1-2 nghìn đối với anh nó là quá to",0
Đồng Anh Quân dtmmay? Vàng bạc mày to nhờ ?,0
Sỹ Thành người anh em cho xin cái địa chỉ ? Đúng 11h tối nay anh em tôi đến nói chuyện ?,0
bo mayd it. vao cai mặt mày đấy ?,0
Sỹ Thành mày ở đâu ?,0
Đồng Anh Quân kết bạn fb với tao,0
Đợi bố m đi xỉa răng đã,0
"Sỹ Thành cho bố m cái địa chỉ đi, dtme m nói ít thôi",0
Sỹ Thành th đầu cắt moi này,0
Minh Chiến Sỹ Thành Đồng Anh Quân công an thành phố đã xem,0
Trung Hieu ai bảo xe bạn đẹp quá làm chi =)),0
Le Duc Anh xe ghẻ :)),0
Trung Hieu hnao mang ra trà đá xem nào,0
Le Duc Anh ok,0
"Năm nào cũng thấy các thầy cô bảo sv cho ý kiến, nhưng cũng giải quyết đc vấn đề này đâu, học phí vẫn tăng đều đều",0
Lê Hằng bạn nói gì cũng thấy đúng,0
"Huy Nguyễn thấy các bạn góp ý nhiều quá
Thầy cũng k đọc đâu, năm sau vẫn tăng nhé:))",0
Lê Hằng bạn hằng học phí bao nhiêu đó ??,0
"Huy Nguyễn của mình hơi ít
May nhà mk bán 1 con trâu rồi, đủ đóng b ạ",0
Lê Hằng nhà bạn chắc còn 3 vạn 9 nghìn con trâu nữa à,0
"Viettel, hãy nói theo cách của bạn và tính tiền theo các của chúng tôi",0
Lê Hằng bán nhà ra đê ở chưa bạn ơi,0
Bống nhà mk mới bán 1 con trâu,0
"Lê Hằng thôi chịu khó, học trường công nghệ hàng đầu VN",0
Học phí ở bách khoa vậy là cao rồi. Học thì nhiều nợ môn cũng nhiều. Nghèo vì học mất thôi,0
Nguyên Thành ra trường chưa bạn,0
